 
 
 ! The solution file is: SaveSims\iecoal1
 
 ! Variable psave # price of savings in region r #
 ! Variable psave(REG) of size 9
 
 USA         ,-2.53228092E-04,
 EU27        ,-1.79713388E-05,
 EEFSU       , 4.67301637E-04,
 JPN         ,-1.82742690E-04,
 RoA1        , 1.80952979E-04,
 EEx         , 3.40913131E-04,
 CHN         ,-1.71076936E-05,
 IND         ,-3.59532460E-05,
 ROW         , 2.13090316E-05,
 
 
 ! Variable qsave # regional demand for NET savings #
 ! Variable qsave(REG) of size 9
 
 USA         ,-2.57573789E-04,
 EU27        ,-3.94423159E-06,
 EEFSU       , 7.01109180E-04,
 JPN         ,-7.17233779E-05,
 RoA1        , 2.85016693E-04,
 EEx         , 6.84262137E-04,
 CHN         ,-1.20459163E-05,
 IND         ,-9.65940053E-05,
 ROW         , 6.48808418E-05,
 
 
 ! Variable pgd # price of domestic i in government consumption in s #
 ! Variable pgd(TRAD_COMM:REG) of size 8x9
 
 pgd(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 land        , 8.02524119E-16,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     , 1.92428678E-02, -8.7973614    , 0.42214543    ,  3.1178732    , 0.12615642    ,-0.17732960    , 0.17471953    ,  5.0984311    ,  0.0000000    ,
 Sklab       , 1.02924032E-03, -1.4468789    , 0.31747705    ,  1.6662052    , 6.76987022E-02,-0.10361780    ,-2.33036764E-02,-0.47948855    ,  0.0000000    ,
 capital     ,-5.04848687E-03, -2.5456522    , 0.46122217    ,  2.8024669    , 4.05645296E-02,-4.54470478E-02,-2.46298499E-02,-0.69323790    ,  0.0000000    ,
 NatRes      , 6.22571167E-03,-0.71687627    , 0.36079645    , 0.32996583    ,  0.0000000    ,  0.0000000    , 1.98892504E-02,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"EU27")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"EU27"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-6.62990899E-15,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     , 3.58711899E-04,-0.18920997    , 8.41679052E-03, 9.41366702E-02, 2.01451890E-02, 4.72696275E-02, 0.30950946    ,-0.32100713    ,  0.0000000    ,
 Sklab       , 6.49015419E-08,-5.42470142E-02, 1.51682235E-02, 0.12172343    , 2.15769969E-02, 5.37608936E-02, 0.13684592    ,-0.31280816    ,  0.0000000    ,
 capital     ,-2.12192349E-02,-3.59580666E-03, 5.03446683E-02, 5.87155148E-02,-1.06246793E-03, 1.13486517E-02, 3.91213549E-03,-7.75974840E-02,  0.0000000    ,
 NatRes      ,-1.37588568E-03,-5.04102698E-03, 1.22802639E-02, 7.18540838E-03,  0.0000000    ,  0.0000000    ,-2.31926562E-03,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"EEFSU")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"EEFSU"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        , 2.23298637E-16,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,-7.22599402E-03,-3.30096669E-02, 1.10724624E-02, 2.74437238E-02, 4.16667480E-03,-1.82161952E-04,-2.69113909E-02, 9.41161998E-04,  0.0000000    ,
 Sklab       ,-1.29305685E-04,-2.56348401E-03, 2.50765728E-03, 1.02378558E-02, 6.80829748E-04,-8.98274826E-04,-5.02030738E-03,-9.65013728E-03,  0.0000000    ,
 capital     , 4.36273112E-04,-2.12433003E-03, 4.55774441E-02, 1.80408023E-02, 1.07686983E-05,-2.48270761E-03,-1.53280757E-02,-3.57794464E-02,  0.0000000    ,
 NatRes      ,-4.90303151E-04,-4.35863389E-03, 5.25350217E-03, 2.54325778E-03,  0.0000000    ,  0.0000000    ,-1.04025472E-03,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"JPN")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"JPN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        , 3.99123653E-14,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     , 3.77302844E-04,-2.60879242E-05, 2.50848039E-04, 4.64761909E-03, 2.97351042E-03, 1.06671546E-02, 5.91523945E-02,-7.82256573E-02,  0.0000000    ,
 Sklab       , 5.74954947E-06,-1.81115392E-05, 1.74324319E-04, 3.32393125E-03, 1.79243961E-03, 7.63518177E-03, 3.51055115E-02,-4.80218753E-02,  0.0000000    ,
 capital     ,-1.53327303E-03,-3.59482101E-06, 2.17113906E-04, 2.53322255E-03,-9.37065342E-04, 5.05662384E-03, 1.66888954E-03,-9.69796348E-03,  0.0000000    ,
 NatRes      ,-1.21393590E-04,-4.19138041E-06, 1.29077147E-04, 1.29584314E-05,  0.0000000    ,  0.0000000    ,-1.64510166E-05,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"RoA1")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"RoA1"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.96783435E-15,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,-1.97523530E-03,-2.35083438E-02, 2.29350571E-02, 9.57712084E-02, 9.58960503E-03,-3.25303851E-03,-5.55142537E-02, 9.66240466E-03,  0.0000000    ,
 Sklab       ,-1.04919154E-05,-7.42684398E-03, 1.39236497E-02, 5.13989218E-02, 6.30189106E-03,-1.80826359E-03,-2.92763021E-02,-1.75712965E-02,  0.0000000    ,
 capital     , 1.96686573E-02,-3.39100733E-02, 4.65775952E-02, 0.16702414    , 1.99975912E-03,-6.38760347E-03,-3.19959819E-02,-0.17438743    ,  0.0000000    ,
 NatRes      ,-1.87947135E-03,-1.67666264E-02, 5.00533916E-03, 1.75415836E-02,  0.0000000    ,  0.0000000    ,-6.74949680E-03,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"EEx")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"EEx"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        , 1.16402833E-17,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,-8.35868530E-03,-1.47337392E-02, 4.13232036E-02, 2.19971649E-02, 3.58173763E-03, 2.06180755E-03,-1.75088625E-02,-1.87789910E-02,  0.0000000    ,
 Sklab       ,-1.25360122E-04,-3.37235653E-03, 1.02129523E-02, 8.39407556E-03, 8.04355950E-04, 9.80290934E-04,-4.03840514E-03,-9.60367359E-03,  0.0000000    ,
 capital     , 2.40603369E-03,-4.22790125E-02, 0.14497742    , 3.32104713E-02, 4.71828753E-05,-1.97089001E-04,-2.29531005E-02,-6.50382116E-02,  0.0000000    ,
 NatRes      ,-1.03773561E-03,-6.69944193E-03, 1.85058415E-02,-2.33716099E-03,  0.0000000    ,  0.0000000    ,-1.65834394E-03,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"CHN")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.36744639E-15,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Sklab       ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 capital     ,-1.10359630E-03,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 NatRes      ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"IND")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"IND"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        , 1.09661054E-17,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,-3.84466512E-05,-4.88044316E-06, 4.35151160E-05, 1.07148098E-05, 3.02103808E-06, 2.86563463E-05, 3.68038127E-05,-7.93576328E-05,  0.0000000    ,
 Sklab       ,-3.81348073E-08,-4.96564383E-07, 8.10716392E-06, 2.44392004E-06, 5.85568557E-07, 1.43278758E-05, 6.55180702E-06,-3.14861682E-05,  0.0000000    ,
 capital     , 2.82240853E-06,-5.37990854E-06, 1.07768210E-04, 1.16049647E-04,-2.61493624E-05, 6.16807665E-05, 1.58065213E-05,-2.72666512E-04,  0.0000000    ,
 NatRes      ,-1.40053799E-05,-3.19422834E-05, 4.74728731E-05, 8.43767339E-06,  0.0000000    ,  0.0000000    ,-9.97120878E-06,  0.0000000    ,  0.0000000    ,
 
 ! The matrix CNTqfeijr(%1:%2:"ROW")
 !  with %1 in ENDW_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfeijr(ENDW_COMM:PROD_COMM:"ROW"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.69147464E-16,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Unsklab     ,-7.00122677E-03,-4.46119159E-03, 4.16142531E-02, 2.01947186E-02, 5.86029934E-03, 9.89130698E-03, 5.59848547E-03,-0.15361573    ,  0.0000000    ,
 Sklab       ,-1.66891841E-04,-5.91518707E-04, 9.02343728E-03, 5.49892150E-03, 1.19364576E-03, 3.65914474E-03, 1.69955473E-03,-5.40817566E-02,  0.0000000    ,
 capital     , 4.84192642E-05,-5.41432900E-03, 2.85071731E-02, 1.34871788E-02,-7.14183901E-04, 2.32210616E-03,-3.84650985E-03,-3.12249195E-02,  0.0000000    ,
 NatRes      ,-2.16506002E-03,-4.03292477E-03, 9.65352822E-03, 2.85710813E-03,  0.0000000    ,  0.0000000    ,-4.83694300E-03,  0.0000000    ,  0.0000000    ,
 
 
 ! Variable CNTqfmr # cont. to EV of changes in use of imported int. in all i ..
 ! Variable CNTqfmr(REG) of size 9
 
 USA         , 0.30430812    ,
 EU27        ,-0.95176297    ,
 EEFSU       , 1.13035515E-02,
 JPN         ,-8.75946060E-02,
 RoA1        ,-4.04366525E-04,
 EEx         , 1.99493505E-02,
 CHN         ,-9.77786779E-02,
 IND         ,-9.90271345E-02,
 ROW         ,-0.16455640    ,
 
 
 ! Variable CNTqfmir # cont. to EV of changes in use of imported int. i in al ..
 ! Variable CNTqfmir(TRAD_COMM:REG) of size 8x9
 
 CNTqfmir(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 3.60569451E-04, 6.51646056E-04,-5.47304400E-04, 5.20587782E-05,-3.63467334E-05,-2.37475586E-04,-7.53193017E-05,-1.56624883E-05,-4.34165013E-05,
 Coal        ,-1.06233638E-02,-2.81086210E-02, 2.80350400E-03, 9.86177707E-04,-1.76316388E-02, 3.61195562E-04, 1.83991306E-02, 1.84742957E-02, 2.13145390E-02,
 Oil         ,-6.34358366E-06,-8.98895337E-07,-2.27148334E-07,  0.0000000    ,-1.27422453E-07,-4.71638515E-08,-7.95846526E-03,-5.13611997E-09, 1.11887721E-05,
 Gas         , 1.77527443E-02,-0.13217238    ,-4.10263892E-03,-2.34799981E-02,-3.53778852E-03,-3.81464250E-02,-1.14711318E-02,-3.41895372E-02,-4.80405539E-02,
 Oil_pcts    , 0.27503827    ,-0.73619485    ,-3.24263349E-02,-5.97718582E-02,-7.15204254E-02,-1.21686105E-02,-4.23853435E-02,-3.76881808E-02,-0.11054760    ,
 Electricity ,  0.0000000    , 4.01263172E-03, 6.95184339E-04, 9.89305931E-07, 4.40065516E-03, 1.06111262E-03,-7.69124599E-05,  0.0000000    , 2.59220367E-03,
 En_Int_ind  , 2.23458349E-03, 2.49644450E-04,-8.59770342E-04, 3.17548620E-05, 4.40426636E-04,-2.82837755E-06, 7.66909972E-04,-2.23870017E-03,-1.87323836E-04,
 Oth_ind_ser , 1.95536297E-02,-6.01998530E-02, 4.57409173E-02,-5.41371573E-03, 8.74810815E-02, 6.90824389E-02,-5.49775362E-02,-4.33693230E-02,-2.96554323E-02,
 
 
 ! Variable CNTqfmijr # cont. to EV of changes in use of imported int. i in i ..
 ! Variable CNTqfmijr(TRAD_COMM:PROD_COMM:REG) of size 8x9x9
 
 ! (This array is shown as 9 matrices - each of size 8x9.)
 
 ! The matrix CNTqfmijr(%1:%2:"USA")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"USA"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         , 3.60569451E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,-1.71977488E-09,  0.0000000    ,-7.71965825E-11, 9.16449139E-11,-1.05938930E-02,-1.06415082E-05,-1.88259037E-05,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-6.34358366E-06,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,-1.05983375E-07,  0.0000000    ,  0.0000000    , 1.31100342E-02, 3.61557910E-03, 1.02723739E-03,  0.0000000    ,
 Oil_pcts    ,-2.65164464E-03,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56889749    ,-8.10633004E-02,-0.21014431    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  , 2.23458372E-03,  0.0000000    ,-2.34146924E-10,  0.0000000    ,  0.0000000    , 1.33031849E-10,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser , 8.08662036E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 3.91372046E-10,  0.0000000    ,  0.0000000    , 1.87449697E-02,
 
 ! The matrix CNTqfmijr(%1:%2:"EU27")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"EU27"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         , 3.82782542E-04, 1.85804760E-10,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-3.58365507E-12,  0.0000000    , 2.68863281E-04,
 Coal        , 2.41911141E-04,-3.57229224E-09, 7.07176886E-11,-2.20837251E-08, 1.14925847E-10,-3.60146165E-02, 3.83147644E-03, 3.83257540E-03,  0.0000000    ,
 Oil         ,-3.63350683E-09,  0.0000000    ,-6.20347218E-10,-2.84881807E-09,  0.0000000    ,-1.20068204E-08, 4.72931674E-07,-1.35271762E-06,  0.0000000    ,
 Gas         ,-2.22047698E-03, 3.51511840E-11,  0.0000000    , 6.85464414E-08,-2.62295288E-08,-1.55595001E-02,-4.59878966E-02,-6.84048235E-02,  0.0000000    ,
 Oil_pcts    ,-1.67550799E-02,-3.57830632E-09,  0.0000000    , 8.06611222E-09,-4.41826264E-09,-3.65394983E-03,-0.12693831    ,-0.58884752    ,  0.0000000    ,
 Electricity , 1.82072457E-04,-2.42056078E-04, 6.22768039E-06, 2.76468490E-04,-2.25276584E-04, 5.74743972E-05, 1.45219767E-03, 2.50552362E-03,  0.0000000    ,
 En_Int_ind  , 4.81948431E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 1.56343538E-09,  0.0000000    ,-2.32305581E-04,
 Oth_ind_ser , 5.43516304E-04, 2.37691644E-08,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-1.93711741E-10,  0.0000000    ,-6.07433915E-02,
 
 ! The matrix CNTqfmijr(%1:%2:"EEFSU")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"EEFSU"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-5.54030761E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 6.72560691E-06,
 Coal        , 9.63174352E-06,-9.84888698E-11,  0.0000000    , 9.23474408E-10,  0.0000000    , 1.70508213E-03, 1.22723592E-04, 9.66066960E-04,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    , 2.24597105E-08, 2.62931144E-09,  0.0000000    ,-2.44539820E-07,-7.69755815E-09,  0.0000000    ,  0.0000000    ,
 Gas         , 1.88652075E-06,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-8.40026070E-04,-3.20321904E-03,-6.12720251E-05,  0.0000000    ,
 Oil_pcts    ,-7.29509862E-04,  0.0000000    , 1.14526216E-07, 1.72394932E-10,  0.0000000    ,-1.45203993E-03,-2.06059292E-02,-9.63896886E-03,  0.0000000    ,
 Electricity , 6.59003708E-05,-5.92659271E-05, 4.77681861E-05, 6.02225664E-05, 5.24715142E-05, 3.06122602E-05,-1.32753063E-04, 6.30227150E-04,  0.0000000    ,
 En_Int_ind  ,-8.68752366E-04,  0.0000000    ,  0.0000000    ,-2.18656702E-08,-6.46399601E-12,  0.0000000    ,  0.0000000    ,  0.0000000    , 9.00387022E-06,
 Oth_ind_ser ,-1.12078944E-03,-1.62130398E-08,  0.0000000    ,  0.0000000    ,  0.0000000    ,-3.21709415E-09,  0.0000000    ,  0.0000000    , 4.68617380E-02,
 
 ! The matrix CNTqfmijr(%1:%2:"JPN")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"JPN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         , 5.20587746E-05,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 9.27670451E-04, 9.20976017E-05,-3.35944824E-05,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-4.79086488E-03,-1.68671308E-03,-1.70024186E-02,  0.0000000    ,
 Oil_pcts    ,-5.09717851E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-6.15806784E-05,-4.36876379E-02,-1.55129284E-02,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 9.89305818E-07,  0.0000000    ,
 En_Int_ind  , 3.17548693E-05,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser , 3.27433918E-05,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-5.44645917E-03,
 
 ! The matrix CNTqfmijr(%1:%2:"RoA1")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"RoA1"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-4.92910112E-05, 1.01747265E-11,  0.0000000    ,-3.38429874E-11,  0.0000000    ,-6.32710334E-12,  0.0000000    ,  0.0000000    , 1.29442997E-05,
 Coal        ,  0.0000000    , 1.56615519E-11,  0.0000000    ,-1.47246989E-11,  0.0000000    ,-1.71987303E-02,-4.65753081E-04, 3.28426395E-05,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-2.35869154E-11,-1.23517452E-07,-3.89527166E-09,  0.0000000    , 1.38584682E-11,  0.0000000    ,
 Gas         ,-3.98368356E-05,  0.0000000    ,  0.0000000    ,-8.35137903E-10,-4.46134862E-09, 1.10553759E-04,-1.67536410E-03,-1.93314138E-03,  0.0000000    ,
 Oil_pcts    ,-7.02328049E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 3.18981802E-05,-2.40273587E-02,-4.68226261E-02,  0.0000000    ,
 Electricity , 8.75779660E-05,-3.81890350E-05, 9.48191955E-05, 1.30336708E-03, 7.35962822E-05,-1.14748018E-05, 1.07723125E-03, 1.81372743E-03,  0.0000000    ,
 En_Int_ind  ,-6.15331228E-05,  0.0000000    ,  0.0000000    , 8.75599859E-09,-2.58418353E-09,  0.0000000    ,  0.0000000    ,  0.0000000    , 5.01953589E-04,
 Oth_ind_ser ,-7.44834251E-05,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 8.75555798E-02,
 
 ! The matrix CNTqfmijr(%1:%2:"EEx")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"EEx"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-3.01759137E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 2.74813783E-10,  0.0000000    , 6.42823725E-05,
 Coal        , 5.85407705E-08,-3.20584718E-07,  0.0000000    , 1.07424263E-07,  0.0000000    , 1.25170714E-04, 2.33945262E-04, 2.23405095E-06,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    , 4.56706784E-10,-2.09216915E-11,  0.0000000    , 2.92378424E-08,-8.01174682E-09,-6.88257273E-08,  0.0000000    ,
 Gas         ,-7.51269399E-05,  0.0000000    ,-1.71133294E-07,-6.92824020E-09,  0.0000000    ,-1.66241620E-02,-1.43157803E-02,-7.13118585E-03,-1.56686895E-08,
 Oil_pcts    ,-3.16512043E-04,-1.38215150E-09,-4.43676811E-07,-4.68799868E-07,  0.0000000    ,-5.03371630E-05,-3.12594976E-03,-8.67488142E-03,  0.0000000    ,
 Electricity , 1.26454383E-04,  0.0000000    ,  0.0000000    , 7.23544957E-08, 7.42797511E-06, 6.51709270E-05, 1.50768581E-04, 7.11219036E-04,  0.0000000    ,
 En_Int_ind  ,-1.04874768E-03,  0.0000000    , 3.22908633E-08, 2.80140178E-09, 7.94737665E-10,-9.75559855E-10,  0.0000000    ,  0.0000000    , 1.04588724E-03,
 Oth_ind_ser ,-3.23023327E-04, 1.67574523E-08,-6.16055544E-08,  0.0000000    , 1.08863651E-09,  0.0000000    ,  0.0000000    ,  0.0000000    , 6.94054961E-02,
 
 ! The matrix CNTqfmijr(%1:%2:"CHN")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 CNTqfmijr(TRAD_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         , 1.32366898E-04,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,-1.54400333E-08,-2.07668869E-04,
 Coal        , 1.93711137E-04,  0.0000000    ,  0.0000000    , 4.11547518E-10,-7.56086749E-09, 1.44365681E-02, 2.79430207E-03, 9.74557712E-04,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,-1.94594202E-10,  0.0000000    , 3.92333050E-07,  0.0000000    ,-6.88456092E-03,-1.07429642E-03,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,-1.41545764E-09, 5.49865709E-12,-4.57213289E-08,-3.85532808E-03,-6.82167290E-03,-7.94096617E-04,  0.0000000    ,
 Oil_pcts    ,-2.62860837E-03,-1.02623507E-10, 1.92487165E-10,-2.50576226E-10,-2.87076389E-08,-1.52797531E-03,-1.63953565E-02,-2.18333714E-02,  0.0000000    ,
 Electricity ,-1.38996802E-06,-6.20748324E-06, 1.06575917E-05, 8.01461829E-06,-1.07909418E-05,-4.25331746E-06,-2.89561540E-05,-4.39868018E-05,  0.0000000    ,
 En_Int_ind  , 7.66909507E-04,-6.31578123E-12,  0.0000000    , 8.41108017E-11, 3.78305415E-10,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
