 
 
 ! The solution file is: SaveSims\coaltest
 
 ! Variable psave # price of savings in region r #
 ! Variable psave(REG) of size 9
 
 USA         ,-2.14181127E-04,
 EU27        ,-3.91440371E-05,
 EEFSU       , 4.39080817E-04,
 JPN         ,-2.04521493E-04,
 RoA1        , 1.64141660E-04,
 EEx         , 3.19454208E-04,
 CHN         ,-3.27365815E-05,
 IND         ,-5.49103715E-05,
 ROW         , 4.25815097E-06,
 
 
 ! Variable qsave # regional demand for NET savings #
 ! Variable qsave(REG) of size 9
 
 USA         ,-2.13214415E-04,
 EU27        ,-1.22542879E-05,
 EEFSU       , 6.83612074E-04,
 JPN         ,-8.03541479E-05,
 RoA1        , 2.69000157E-04,
 EEx         , 6.63665938E-04,
 CHN         ,-1.70446292E-05,
 IND         ,-1.04087529E-04,
 ROW         , 5.46233787E-05,
 
 
 ! Variable pgd # price of domestic i in government consumption in s #
 ! Variable pgd(TRAD_COMM:REG) of size 8x9
 
 pgd(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 qfd(TRAD_COMM:PROD_COMM:"RoA1"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-5.58059779E-04,-1.58540215E-02, 2.41871295E-03, 1.32942162E-02, 1.42915919E-03,-7.16158655E-04,-1.56095927E-03,-3.49106413E-04, 4.65309859E-04,
 Coal        ,-8.24721006E-04,-2.28993967E-02, 3.58344172E-03, 3.37467715E-03,-3.16811688E-02,-1.10992854E-02,-1.55608281E-02,-3.73612996E-03, 2.57186854E-04,
 Oil         ,-2.19916040E-03,-1.97645035E-02, 3.63621349E-03, 1.73685793E-02, 8.48502619E-04,-2.16708519E-03,-3.20021203E-03,-2.35633785E-03, 4.04729100E-04,
 Gas         ,-2.31729867E-03,-1.93919316E-02, 4.01345314E-03, 1.78136826E-02, 2.62566912E-03,-1.93942175E-03,-3.27878678E-03,-2.13064253E-03, 7.01264595E-04,
 Oil_pcts    ,-1.60478952E-03,-1.99295226E-02, 3.48408101E-03, 1.72215030E-02, 1.30729820E-03,-1.18024717E-03,-2.67305784E-03,-1.86307647E-03,-1.28542073E-04,
 Electricity , 2.84321373E-04,-1.97566710E-02, 3.63372779E-03, 1.72273200E-02, 1.50247314E-03,-1.09425595E-03,-8.18554836E-04,-3.56415876E-05, 4.91224229E-04,
 En_Int_ind  ,-8.80624575E-04,-1.59830321E-02, 2.31849635E-03, 1.32411979E-02, 1.10617361E-03,-8.88266484E-04,-1.77121069E-03,-6.88504428E-04, 1.94530177E-04,
 Oth_ind_ser ,-6.14830002E-04,-1.59375612E-02, 2.55150511E-03, 1.33699402E-02, 1.56239152E-03,-5.85996895E-04,-1.42965245E-03,-3.77013290E-04, 3.73992225E-04,
 
 ! The matrix qfd(%1:%2:"EEx") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 qfd(TRAD_COMM:PROD_COMM:"EEx"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-3.03318840E-04,-5.55969626E-02, 2.46152887E-03, 3.07690678E-03, 5.16585806E-06,-4.91166604E-04,-1.53626862E-03,-4.90638660E-04, 9.46152795E-05,
 Coal        , 1.33789261E-03,-7.32666776E-02, 3.27361329E-03,-4.14205529E-03,-9.96335689E-03,-1.69453316E-03,-8.50839191E-04, 9.35360382E-04, 1.81149415E-04,
 Oil         ,-1.51873473E-03,-7.28330985E-02, 3.47972335E-03, 5.04939910E-03,-2.30361075E-05,-1.29888288E-03,-2.63521029E-03,-1.86254771E-03, 1.90348510E-04,
 Gas         , 9.10929113E-04,-7.24573657E-02, 4.50087665E-03, 7.40820402E-03, 2.37411325E-04, 4.05360741E-04,-1.57335436E-03,-5.71096200E-04, 4.92894673E-04,
 Oil_pcts    ,-1.25024631E-03,-7.30264857E-02, 3.46556236E-03, 4.98961052E-03,-1.22228390E-04,-9.78695927E-04,-2.32580770E-03,-1.58840022E-03, 9.32753319E-05,
 Electricity ,-3.02726403E-04,-7.29728043E-02, 3.48236691E-03, 5.05934888E-03, 8.76015292E-06,-2.29020472E-04,-1.48982625E-03,-6.42649480E-04, 1.66104757E-04,
 En_Int_ind  ,-8.83765053E-04,-5.61565049E-02, 1.89250184E-03, 3.19866696E-03,-7.20340351E-04,-9.71154484E-04,-1.93938916E-03,-9.16245219E-04,-2.86525872E-04,
 Oth_ind_ser ,-3.82486498E-04,-5.57976514E-02, 2.09771004E-03, 3.24072503E-03,-1.52318447E-04,-5.68785355E-04,-1.59161084E-03,-6.78276585E-04,-5.73057332E-06,
 
 ! The matrix qfd(%1:%2:"CHN") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 qfd(TRAD_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-5.68585965E-05,-6.85104751E-04, 3.04444646E-03, 4.24208166E-03,-1.73117151E-04, 3.65120941E-04, 6.18069244E-05,-9.57733500E-05,-1.71098218E-04,
 Coal        ,-4.69287625E-04,-5.58293250E-04, 3.20365909E-03, 4.02377034E-03,-5.10815997E-04, 3.75581612E-06,-4.87176498E-04,-6.69125700E-04,-2.86553463E-04,
 Oil         , 1.59470842E-03, 2.40750401E-03, 6.13812869E-03, 4.91026137E-03, 2.77949218E-03, 7.65473815E-04, 1.55256060E-03, 1.89539546E-03,-3.17062986E-05,
 Gas         , 7.22324522E-03, 1.16719669E-02, 7.66420318E-03, 7.19604734E-03, 1.04082888E-03, 2.41653528E-03, 1.09057757E-03, 4.81509604E-04, 1.48534784E-02,
 Oil_pcts    ,-7.53659348E-04,-2.33557468E-04, 3.58312693E-03, 4.33319760E-03,-1.75475943E-04,-2.78442109E-04,-7.63550226E-04,-9.49620677E-04,-1.43664962E-04,
 Electricity , 3.39004851E-04,-3.31832969E-04, 3.46856192E-03, 4.24813805E-03,-2.74099380E-04, 3.34831188E-04, 2.93824938E-04, 1.53656918E-04,-1.74837580E-04,
 En_Int_ind  ,-5.99029136E-07,-7.05381273E-04, 3.03234602E-03, 4.19152295E-03,-1.72705550E-04, 3.17815633E-04, 9.24315900E-05,-7.99641493E-05,-1.29712775E-04,
 Oth_ind_ser ,-6.58266945E-05,-7.33564259E-04, 2.98944791E-03, 4.17413143E-03,-2.27917670E-04, 2.75828526E-04, 3.46637171E-05,-1.16579271E-04,-1.73938693E-04,
 
 ! The matrix qfd(%1:%2:"IND") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 qfd(TRAD_COMM:PROD_COMM:"IND"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-6.75327465E-05,-1.14414166E-03, 3.48017807E-03, 4.59653046E-03,-8.04386567E-04, 4.04744438E-04,-1.42078978E-04,-1.20816898E-04,-2.50196521E-04,
 Coal        ,-1.83564646E-03,-1.73336547E-03, 2.86213122E-03, 4.68662893E-03,-3.81439785E-03,-8.43294139E-04,-1.51640980E-03,-1.72199041E-03,-4.09024389E-04,
 Oil         , 9.96215502E-04,-2.03423187E-05, 8.12003855E-03, 4.99581452E-03, 3.46511556E-03, 3.03342124E-03, 2.50164978E-03, 2.32702377E-03,-2.72269710E-04,
 Gas         , 1.04329921E-03, 6.50273077E-03, 5.85551979E-03, 4.85209562E-03, 1.06234464E-03, 4.89682192E-03, 7.03920517E-03, 1.57015107E-03, 4.50145733E-03,
 Oil_pcts    ,-1.51283527E-03,-3.57457960E-04, 4.15837020E-03, 4.71433392E-03,-8.45352246E-04,-7.15721515E-04,-1.24699122E-03,-1.41958252E-03,-2.73283105E-04,
 Electricity , 1.89807353E-04,-3.66178341E-04, 4.15667612E-03, 4.71017137E-03,-8.45766102E-04, 5.21772425E-04, 4.01034631E-04, 2.65790877E-04,-1.17454422E-03,
 En_Int_ind  ,-7.33867855E-05,-1.18022179E-03, 3.47829331E-03, 4.60468931E-03,-8.15106789E-04, 4.14256938E-04,-1.51633169E-04,-1.25870007E-04,-2.56231287E-04,
 Oth_ind_ser ,-6.88991204E-05,-1.16552750E-03, 3.49502149E-03, 4.60646907E-03,-8.23035312E-04, 4.08555410E-04,-1.60838201E-04,-1.22231213E-04,-2.51142395E-04,
 
 ! The matrix qfd(%1:%2:"ROW") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 qfd(TRAD_COMM:PROD_COMM:"ROW"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,-1.51411776E-04,-1.17971459E-02, 3.67453624E-03, 9.95088089E-03,-4.66179627E-04, 2.71632525E-05,-4.20694501E-04,-1.84696619E-04,-4.38075775E-04,
 Coal        ,-1.02798757E-03,-1.44917471E-02,-1.05738139E-03, 1.07353004E-02,-7.95664638E-03,-5.73091116E-03,-6.31943997E-03,-2.53894343E-03,-1.21615967E-03,
 Oil         ,-1.45796849E-03,-1.35708274E-02, 5.21415612E-03, 1.11320093E-02,-2.81106419E-04,-9.95834940E-04,-1.71750877E-03,-1.58308144E-03,-2.90647673E-04,
 Gas         ,-5.91412594E-04,-1.33312270E-02, 5.22522256E-03, 1.10632265E-02,-2.25119060E-04,-1.25634208E-04,-8.90179945E-04,-7.26135797E-04,-3.72890412E-04,
 Oil_pcts    ,-1.25077681E-03,-1.36656975E-02, 5.08994656E-03, 1.05862534E-02,-5.89643023E-04,-8.94394412E-04,-1.45789795E-03,-1.46690488E-03,-9.06271511E-04,
 Electricity , 2.17180786E-04,-1.36404950E-02, 5.16935252E-03, 1.08980918E-02,-5.14961604E-04, 2.30597085E-04,-7.56737863E-05, 1.61796906E-05,-4.46527498E-04,
 En_Int_ind  ,-2.03727948E-04,-1.18624223E-02, 3.57522629E-03, 9.89124645E-03,-5.65751514E-04,-3.79969315E-05,-4.71316831E-04,-2.30993683E-04,-5.23562834E-04,
 Oth_ind_ser ,-1.45483704E-04,-1.17987413E-02, 3.67974374E-03, 9.97281354E-03,-4.59082337E-04, 2.85587248E-05,-4.03653888E-04,-1.82711796E-04,-4.51515603E-04,
 
 
 ! Variable tfd # tax on domestic i purchased by j in r #
 ! Variable tfd(TRAD_COMM:PROD_COMM:REG) of size 8x9x9
 
 ! (This array is shown as 9 matrices - each of size 8x9.)
 
 ! The matrix tfd(%1:%2:"USA") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"USA"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"EU27")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 tfd(TRAD_COMM:PROD_COMM:"EU27"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"EEFSU")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 tfd(TRAD_COMM:PROD_COMM:"EEFSU"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"JPN") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"JPN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"RoA1")
 !  with %1 in TRAD_COMM and %2 in PROD_COMM. ++++++++++++++++++++++++++++++++
 tfd(TRAD_COMM:PROD_COMM:"RoA1"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"EEx") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"EEx"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"CHN") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"IND") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"IND"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfd(%1:%2:"ROW") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfd(TRAD_COMM:PROD_COMM:"ROW"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 
 ! Variable pfm # price index for imports of i by j in region s #
 ! Variable pfm(TRAD_COMM:PROD_COMM:REG) of size 8x9x9
 
 ! (This array is shown as 9 matrices - each of size 8x9.)
 
 ! The matrix pfm(%1:%2:"USA") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 pfm(TRAD_COMM:PROD_COMM:"USA"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         , 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04, 2.14124317E-04,
 Coal        ,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,-2.57442938E-03,
 Oil         , 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03, 2.25785584E-03,
 Gas         , 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03, 2.69653415E-03,
